id|kanji_symbol|url|freq_counter|jlpt_Counter|school_counter|firstkanji|pngurl|kun|on|meaning|table_data
14|握|https://kanjicards.org/kanji/14.html|1003|1277|1262|握|../img/stroke_order/14.png|にぎ.る|アク|grip, hold, mould sushi, bribe|[{'Word': '握手', 'Reading': 'あくしゅ', 'Meaning': 'handshake'}, {'Word': '把握', 'Reading': 'はあく', 'Meaning': 'grasp, catch, understanding'}, {'Word': '握らす', 'Reading': 'にぎらす', 'Meaning': 'to let (someone) take hold of your hand'}, {'Word': '握る', 'Reading': 'にぎる', 'Meaning': 'to grasp, to seize, to mould sushi, to mold sushi'}, {'Word': '握り', 'Reading': 'にぎり', 'Meaning': 'grip, handle'}, {'Word': '掌握', 'Reading': 'しょうあく', 'Meaning': 'grasping, seizing, holding'}, {'Word': '一握り', 'Reading': 'ひとにぎり', 'Meaning': 'handful, small handful'}, {'Word': '握力', 'Reading': 'あくりょく', 'Meaning': 'grip (of hand)'}, {'Word': '握り飯', 'Reading': 'にぎりめし', 'Meaning': 'rice ball'}, {'Word': '握りずし', 'Reading': 'にぎりずし', 'Meaning': 'hand-rolled sushi, sushi ball'}]
15|渥|https://kanjicards.org/kanji/15.html|2257|2071|2117|渥|../img/stroke_order/15.png|あつ.い, うるお.う|アク|kindness|[{'Word': '渥地', 'Reading': 'あくち', 'Meaning': 'marshland'}, {'Word': '優渥', 'Reading': 'ゆうあく', 'Meaning': 'gracious'}, {'Word': '渥然', 'Reading': 'あくぜん', 'Meaning': 'glossy'}]
16|旭|https://kanjicards.org/kanji/16.html|1417|1642|1969|旭|../img/stroke_order/16.png|あさひ|キョク|rising sun, morning sun|"[{'Word': '旭日', 'Reading': 'きょくじつ', 'Meaning': 'rising sun'}, {'Word': '旭', 'Reading': 'あさひ', 'Meaning': 'morning sun'}, {'Word': '旭旗', 'Reading': 'きょっき', 'Meaning': 'rising sun flag'}, {'Word': '旭光', 'Reading': 'きょっこう', 'Meaning': 'rays of the rising sun'}, {'Word': '旭日昇天', 'Reading': 'きょくじつしょうてん', 'Meaning': 'full of vigor and vitality (like the rising sun) (vigour), being in the ascendant'}, {'Word': '旭暉', 'Reading': 'きょっき', 'Meaning': 'rays of the rising sun'}, {'Word': '旭日章', 'Reading': 'きょくじつしょう', 'Meaning': 'Orders of the Rising Sun'}, {'Word': '旭蟹', 'Reading': 'あさひがに', 'Meaning': 'red frog crab'}, {'Word': '旭日旗', 'Reading': 'きょくじつき', 'Meaning': ""Japan's naval ensign, Japanese flag used on military ships""}, {'Word': '旭日大綬章', 'Reading': 'きょくじつだいじゅしょう', 'Meaning': 'Grand Cordon of the Order of the Rising Sun'}]"
17|葦|https://kanjicards.org/kanji/17.html|2343|0|2396|葦|../img/stroke_order/17.png|しお.れる, しな.びる, しぼ.む, な.える|イ|reed, bullrush|[{'Word': '葦', 'Reading': 'あし, よし, アシ, ヨシ', 'Meaning': 'common reed (Phragmites australis)'}, {'Word': '葦笛', 'Reading': 'あしぶえ', 'Meaning': 'reed pipe'}, {'Word': '葦毛', 'Reading': 'あしげ', 'Meaning': 'grey (horse coat color), gray'}, {'Word': '一葦', 'Reading': 'いちい', 'Meaning': 'one reed; boat'}, {'Word': '葦鹿', 'Reading': 'あしか, みち, アシカ', 'Meaning': 'eared seal (esp. the California sea lion, Zalophus californianus), sea lion'}, {'Word': '葦簀', 'Reading': 'よしず', 'Meaning': 'reed screen'}, {'Word': '葦簾', 'Reading': 'よしず', 'Meaning': 'reed screen'}, {'Word': '葦の髄', 'Reading': 'あしのずい', 'Meaning': 'pith of a ditch reed'}, {'Word': '葦鴨', 'Reading': 'よしがも', 'Meaning': 'falcated teal'}, {'Word': '葦切鮫', 'Reading': 'よしきりざめ, ヨシキリザメ', 'Meaning': 'blue shark (Prionace glauca)'}]
18|芦|https://kanjicards.org/kanji/18.html|1733|0|2147|芦|../img/stroke_order/18.png|あし, よし|ロ|reed, bullrush|[{'Word': '芦', 'Reading': 'あし, よし, アシ, ヨシ', 'Meaning': 'common reed (Phragmites australis)'}, {'Word': '芦毛', 'Reading': 'あしげ', 'Meaning': 'grey (horse coat color), gray'}]
20|梓|https://kanjicards.org/kanji/20.html|2301|2107|2130|梓|../img/stroke_order/20.png|あずさ|シ|catalpa tree|"[{'Word': '梓', 'Reading': 'あずさ, し, アズサ', 'Meaning': 'Japanese cherry birch (Betula grossa); yellow catalpa (Catalpa ovata); printing block'}, {'Word': '梓弓', 'Reading': 'あずさゆみ', 'Meaning': 'catalpa bow, betula grossa'}, {'Word': '上梓', 'Reading': 'じょうし', 'Meaning': 'publication, wood-block printing'}, {'Word': '梓宮', 'Reading': 'しきゅう', 'Meaning': ""Emperor's coffin (made of catalpa wood)""}, {'Word': '梓匠', 'Reading': 'ししょう', 'Meaning': 'cabinetmaker, woodworker'}, {'Word': '梓に上せる', 'Reading': 'しにのぼせる', 'Meaning': 'to bring (a book) into the world, to publish'}]"
21|圧|https://kanjicards.org/kanji/21.html|718|664|732|圧|../img/stroke_order/21.png|お.す, へ.す, おさ.える, お.さえる|アツ, エン, オウ|pressure, push, overwhelm, oppress, dominate|[{'Word': '圧力', 'Reading': 'あつりょく', 'Meaning': 'stress, pressure'}, {'Word': '圧倒的', 'Reading': 'あっとうてき', 'Meaning': 'overwhelming'}, {'Word': '弾圧', 'Reading': 'だんあつ', 'Meaning': 'oppression, suppression, pressure'}, {'Word': '気圧', 'Reading': 'きあつ', 'Meaning': 'atmospheric pressure'}, {'Word': '血圧', 'Reading': 'けつあつ', 'Meaning': 'blood pressure'}, {'Word': '圧縮', 'Reading': 'あっしゅく', 'Meaning': 'compression, condensation, constriction, compaction'}, {'Word': '高血圧', 'Reading': 'こうけつあつ', 'Meaning': 'high blood pressure, hypertension'}, {'Word': '重圧', 'Reading': 'じゅうあつ', 'Meaning': 'pressure'}, {'Word': '圧勝', 'Reading': 'あっしょう', 'Meaning': 'complete victory'}, {'Word': '圧倒', 'Reading': 'あっとう', 'Meaning': 'overwhelm, overpower, overwhelming'}]
22|斡|https://kanjicards.org/kanji/22.html|0|0|2445|斡|../img/stroke_order/22.png|めぐ.る, めぐ.らす|アツ, カン, ワツ|go around, rule, administer|"[{'Word': '斡旋', 'Reading': 'あっせん', 'Meaning': 'kind offices, services, through the good offices of, influence; intercession, mediation'}, {'Word': '斡旋料', 'Reading': 'あっせんりょう', 'Meaning': ""agent's charge""}, {'Word': '就職斡旋', 'Reading': 'しゅうしょくあっせん', 'Meaning': 'placement'}, {'Word': '斡旋者', 'Reading': 'あっせんしゃ', 'Meaning': 'mediator, intermediary, agent, broker, middleman'}, {'Word': '斡旋案', 'Reading': 'あっせんあん', 'Meaning': 'mediation plan, settlement proposal'}, {'Word': '斡旋業者', 'Reading': 'あっせんぎょうしゃ', 'Meaning': 'mediator'}, {'Word': '斡旋収賄', 'Reading': 'あっせんしゅうわい', 'Meaning': 'influence peddling'}, {'Word': '斡旋利得罪処罰法', 'Reading': 'あっせんりとくつみしょばつほう', 'Meaning': 'antigraft law'}, {'Word': '転職斡旋', 'Reading': 'てんしょくあっせん', 'Meaning': 'outplacement'}, {'Word': '密入国斡旋業者', 'Reading': 'みつにゅうこくあっせんぎょうしゃ', 'Meaning': 'people smuggler'}]"
23|扱|https://kanjicards.org/kanji/23.html|1057|1302|1291|扱|../img/stroke_order/23.png|あつか.い, あつか.う, あつか.る, こ.く|ソウ, キュウ|handle, entertain, thresh, strip|"[{'Word': '扱い', 'Reading': 'あつかい', 'Meaning': 'treatment, service'}, {'Word': '取り扱い', 'Reading': 'とりあつかい', 'Meaning': 'treatment, service, handling, management'}, {'Word': '扱う', 'Reading': 'あつかう', 'Meaning': 'to handle, to deal with, to treat'}, {'Word': '扱い方', 'Reading': 'あつかいかた', 'Meaning': 'way with (an animal), how to handle'}, {'Word': '取り扱う', 'Reading': 'とりあつかう', 'Meaning': 'to treat, to handle, to deal in'}, {'Word': '事務取扱い', 'Reading': 'じむとりあつかい', 'Meaning': 'acting director'}, {'Word': 'ボール扱いがうまい', 'Reading': 'ボールあつかいがうまい', 'Meaning': 'good at handling a ball'}, {'Word': '扱く', 'Reading': 'しごく', 'Meaning': ""to draw through one's hand, to stroke (a beard), to work someone hard""}, {'Word': '扱いにくい', 'Reading': 'あつかいにくい', 'Meaning': 'hard to handle'}, {'Word': '扱く', 'Reading': 'こく', 'Meaning': 'to thresh, to strip'}]"
24|宛|https://kanjicards.org/kanji/24.html|0|0|2446|宛|../img/stroke_order/24.png|あ.てる, -あて, -づつ, あたか.も|エン|address, just like, fortunately|[{'Word': '宛', 'Reading': 'あて', 'Meaning': 'addressed to'}, {'Word': '宛てがう', 'Reading': 'あてがう', 'Meaning': 'to allot, to allocate; to supply with, to furnish; to fit to, to fasten to, to apply to'}, {'Word': '宛がう', 'Reading': 'あてがう', 'Meaning': 'to allot, to allocate; to supply with, to furnish; to fit to, to fasten to, to apply to'}, {'Word': '宛てる', 'Reading': 'あてる', 'Meaning': 'to address'}, {'Word': '宛ら', 'Reading': 'さながら', 'Meaning': 'just like'}, {'Word': '宛て', 'Reading': 'あて', 'Meaning': 'addressed to'}, {'Word': '宛い', 'Reading': 'あてがい', 'Meaning': 'allotment, arrangement'}, {'Word': '私宛', 'Reading': 'わたしあて, わたくしあて', 'Meaning': 'my address'}, {'Word': '宛て字', 'Reading': 'あてじ', 'Meaning': 'phonetic-equivalent character, substitute character'}, {'Word': '宛字', 'Reading': 'あてじ', 'Meaning': 'phonetic-equivalent character, substitute character'}]
28|絢|https://kanjicards.org/kanji/28.html|2315|2111|2135|絢|../img/stroke_order/28.png|N/A|ケン|kimono design|[{'Word': '絢爛', 'Reading': 'けんらん', 'Meaning': 'gorgeous, brilliant, dazzling, gaudy, flowery (speech)'}, {'Word': '絢緞子', 'Reading': 'あやどんす', 'Meaning': 'damask'}, {'Word': '豪華絢爛', 'Reading': 'ごうかけんらん', 'Meaning': 'luxurious and gorgeous'}, {'Word': '絢文', 'Reading': 'けんぶん', 'Meaning': 'colorful pattern, colourful pattern'}, {'Word': '絢爛豪華', 'Reading': 'けんらんごうか', 'Meaning': 'luxurious and gorgeous, splendid, dazzling'}, {'Word': '絢爛華麗', 'Reading': 'けんらんかれい', 'Meaning': 'luxurious and gorgeous, splendid, dazzling, magnificent'}]
29|綾|https://kanjicards.org/kanji/29.html|1759|1875|2001|綾|../img/stroke_order/29.png|あや|リン|design, figured cloth, twill|"[{'Word': '綾', 'Reading': 'あや', 'Meaning': 'figure, design; twill weave, pattern of diagonal stripes'}, {'Word': '綾なす', 'Reading': 'あやなす', 'Meaning': 'richly variegated in color or pattern'}, {'Word': '綾錦', 'Reading': 'あやにしき', 'Meaning': 'twill damask and brocade'}, {'Word': '綾糸', 'Reading': 'あやいと', 'Meaning': ""colored thread, coloured thread, thread of cat's cradle, heddle thread""}, {'Word': '綾織り', 'Reading': 'あやおり', 'Meaning': 'twill (fabric)'}, {'Word': '綾織', 'Reading': 'あやおり', 'Meaning': 'twill (fabric)'}, {'Word': '綾布', 'Reading': 'あやぬの', 'Meaning': 'twill damask and brocade'}, {'Word': '綾取り', 'Reading': 'あやとり', 'Meaning': ""cat's cradle""}, {'Word': '綾取', 'Reading': 'あやとり', 'Meaning': ""cat's cradle""}, {'Word': '目も綾', 'Reading': 'めもあや', 'Meaning': 'dazzlingly beautiful, brilliant'}]"
30|鮎|https://kanjicards.org/kanji/30.html|2201|2053|2097|鮎|../img/stroke_order/30.png|あゆ, なまず|デン, ネン|freshwater trout, smelt|[{'Word': '鮎', 'Reading': 'あゆ, こうぎょ, ねんぎょ, あい', 'Meaning': 'sweetfish (Plecoglossus altivelis altivelis); salmon'}, {'Word': '鮎魚女', 'Reading': 'あいなめ, アイナメ', 'Meaning': 'Hexagrammos otakii (species of greenling)'}, {'Word': '鮎並', 'Reading': 'あいなめ, アイナメ', 'Meaning': 'Hexagrammos otakii (species of greenling)'}, {'Word': '鮎並女', 'Reading': 'あいなめ, アイナメ', 'Meaning': 'Hexagrammos otakii (species of greenling)'}, {'Word': '落ち鮎', 'Reading': 'おちあゆ', 'Meaning': 'sweetfish going downstream to spawn'}, {'Word': '稚鮎', 'Reading': 'ちあゆ', 'Meaning': 'young ayu'}, {'Word': '若鮎', 'Reading': 'わかあゆ, わかゆ', 'Meaning': 'young (healthy & energetic) sweetfish'}]
31|或|https://kanjicards.org/kanji/31.html|2378|0|2409|或|../img/stroke_order/31.png|あ.る, あるい, あるいは|ワク, コク, イキ|some, one, or, possibly, a certain|"[{'Word': '或る', 'Reading': 'ある', 'Meaning': 'a certain ..., some ...'}, {'Word': '或', 'Reading': 'ある', 'Meaning': 'a certain ..., some ...'}, {'Word': '或いは', 'Reading': 'あるいは, あるは', 'Meaning': 'or, possibly'}, {'Word': '或は', 'Reading': 'あるいは, あるは', 'Meaning': 'or, possibly'}, {'Word': 'と或る', 'Reading': 'とある', 'Meaning': 'a certain ...'}, {'Word': '或る時', 'Reading': 'あるとき', 'Meaning': 'once (i.e. ""once, when I was studying .."")'}, {'Word': '或る人', 'Reading': 'あるひと', 'Meaning': 'someone (unspecified, but someone in particular), a certain person'}, {'Word': '或る日', 'Reading': 'あるひ', 'Meaning': 'one day (e.g. ""one day while studying, .."")'}, {'Word': '或日', 'Reading': 'あるひ', 'Meaning': 'one day (e.g. ""one day while studying, .."")'}, {'Word': '或る程度', 'Reading': 'あるていど', 'Meaning': 'to some extent, to a certain extent'}]"
32|粟|https://kanjicards.org/kanji/32.html|2146|0|2333|粟|../img/stroke_order/32.png|あわ, もみ|ゾク, ショク, ソク|millet|[{'Word': '粟', 'Reading': 'あわ', 'Meaning': 'foxtail millet (Setaria italica P. Beauvois), Italian millet (also Hungarian, German)'}, {'Word': '粟立つ', 'Reading': 'あわだつ', 'Meaning': 'to have gooseflesh (cold or horror)'}, {'Word': '雛罌粟', 'Reading': 'ひなげし', 'Meaning': 'red poppy, Papaver rhoeas, common poppy'}, {'Word': '粟粒', 'Reading': 'あわつぶ, ぞくりゅう', 'Meaning': 'millet grain'}, {'Word': '罌粟', 'Reading': 'けし', 'Meaning': 'poppy'}, {'Word': '粟粒結核', 'Reading': 'ぞくりゅうけっかく', 'Meaning': 'miliary tuberculosis'}, {'Word': '濡れ手で粟', 'Reading': 'ぬれてであわ', 'Meaning': 'easy profit'}, {'Word': '濡れ手に粟', 'Reading': 'ぬれてにあわ', 'Meaning': 'easy profit'}, {'Word': '粟餅', 'Reading': 'あわもち', 'Meaning': 'awamochi (type of mochi)'}]
34|安|https://kanjicards.org/kanji/34.html|144|153|256|安|../img/stroke_order/34.png|やす.い, やす.まる, やす, やす.らか|アン|relax, cheap, low, quiet, rested, contented, peaceful|[{'Word': '安全', 'Reading': 'あんぜん', 'Meaning': 'safety; security'}, {'Word': '安保', 'Reading': 'あんぽ', 'Meaning': 'US-Japan Security Treaty, safety, security'}, {'Word': '安全保障', 'Reading': 'あんぜんほしょう', 'Meaning': 'security guarantee (e.g. military security, network security, etc.)'}, {'Word': '安定', 'Reading': 'あんてい', 'Meaning': 'stability, equilibrium'}, {'Word': '不安', 'Reading': 'ふあん', 'Meaning': 'anxiety, uneasiness, insecurity, suspense'}, {'Word': '慰安', 'Reading': 'いあん', 'Meaning': 'solace, relaxation'}, {'Word': '安打', 'Reading': 'あんだ', 'Meaning': 'safe hit (baseball)'}, {'Word': '治安', 'Reading': 'ちあん', 'Meaning': 'public order'}, {'Word': '安心', 'Reading': 'あんしん', 'Meaning': 'relief, peace of mind'}, {'Word': '不安定', 'Reading': 'ふあんてい', 'Meaning': 'instability, insecurity, crankiness'}]
35|庵|https://kanjicards.org/kanji/35.html|2119|0|2326|庵|../img/stroke_order/35.png|いおり, いお|アン|hermitage, retreat|"[{'Word': '庵', 'Reading': 'いおり, あん', 'Meaning': 'hermitage, retreat'}, {'Word': '沢庵', 'Reading': 'たくあん', 'Meaning': 'pickled daikon radish'}, {'Word': '庵室', 'Reading': 'あんしつ, あんじつ', 'Meaning': ""hermit's cell, retreat""}, {'Word': '庵主', 'Reading': 'あんしゅ', 'Meaning': 'owner of a hermitage, abbess, prioress, nun in charge of a Buddhist convent'}, {'Word': '桂庵', 'Reading': 'けいあん', 'Meaning': ""servants' registry""}, {'Word': '僧庵', 'Reading': 'そうあん', 'Meaning': ""priest's hermitage""}, {'Word': '僧庵生活', 'Reading': 'そうあんせいかつ', 'Meaning': 'hermit life'}, {'Word': '沢庵漬', 'Reading': 'たくあんづけ', 'Meaning': 'pickled daikon (radish)'}, {'Word': '沢庵漬け', 'Reading': 'たくあんづけ', 'Meaning': 'pickled daikon (radish)'}, {'Word': '草庵', 'Reading': 'そうあん', 'Meaning': 'thatched hut'}]"
